"","ADH1C","TNC","MYH11","KPNA2","C1QC","GNAO1","CBR1","PCNA","SHMT2","MRTO4","IDH1"
"PDAC_131T",-0.860543376143057,-0.0895408220602999,-0.18138532088944,0.30705519796363,-0.966881587548234,0.150997799476021,-0.666299717235389,-0.717401918619068,-0.471068958550305,-0.753803720678883,-0.628334605464572
"PDAC_132T",-0.542055648003711,0.213066876222007,-0.0228855754769214,0.730424163377314,1.57688011864761,0.381446032474822,-0.533767464508104,1.94440324659065,0.689881019872631,0.346870851311471,0.764794886859077
"PDAC_133T",-0.321491489529984,-0.606021557784839,-0.375819022780387,-0.236149348609741,-1.03733975349595,-0.878135153554237,4.48760362442719,-0.90877353180408,5.32876599898633,-0.740544603388972,2.34209348376085
"PDAC_134T",0.771593616286346,-0.584666127816687,-0.200858157688213,-0.319170237124758,-0.857199859927262,2.68495900646311,0.0920982122528829,-0.181274104867227,-0.473614823943246,-0.828155479659019,0.687419371606448
"PDAC_135T",-0.0634667341430706,-0.526491657125518,-0.335111092850751,-0.273715361512463,-0.978698587033954,-0.586682116306735,-0.341362886469914,0.00866102414875644,-0.280977675877332,-0.282349790712292,0.0196888945625061
"PDAC_136T",-0.321491489529984,-0.461266320818451,-0.23089687881467,0.352510073575924,2.69993890075754,-1.15317376253991,0.379257104826643,1.93003840490037,-0.0925482775580856,-0.189368132755193,-0.849909944597101
"PDAC_137T",-0.321491489529984,-0.443503934698401,-0.169260002348236,-0.524280667573624,5.4192357542436,-0.876971926354579,-1.07403229680192,-0.685719462224385,-1.23125729303435,-0.911234758880614,-1.33680327704988
"PDAC_138T",-0.151116974864694,-0.476981058293884,-0.345024502249831,1.51104591149589,2.72434960392053,-0.270284317999913,-0.25576204200274,0.847248560157142,-0.095589172332988,0.791470872842799,0.168943615003812
"PDAC_139T",0.246011851216533,-0.0392092320268144,0.418336722722584,-0.416090550413782,-0.0523124019985514,-0.921691549808076,0.110155305812128,0.707510572381097,1.89301457348695,0.213104819918316,0.0973349535747595
"PDAC_140T",-0.321491489529984,-0.589582416307773,-0.401483674444133,0.609837261959574,-1.05598065409314,-0.241526756675049,-1.19107406172115,-0.0907756022184352,-0.317892724074985,-0.623730101695577,-1.54543523315616
"PDAC_141T",0.507073559572747,-0.417174263919034,-0.108788396355465,-0.287239126157443,0.147245096358877,-0.965894183395059,-0.220777842814531,-0.263472921206078,-0.0542895781808244,0.0296590579199234,0.154519360872249
"PDAC_142T",-0.321491489529984,-0.524907627041947,-0.371844857306175,-0.330815701124602,-0.725104668493001,-0.719871630667511,-0.802539920306759,-0.428748405320407,-0.920025248747241,0.665593177052502,-0.488036307381364
"PDAC_143T",-0.321491489529984,-0.0405711115498851,-0.370432756141048,-0.297006289512151,-1.02829669755148,0.170772661870197,-1.1883257493681,-0.273767724417448,-0.907684873439788,-0.282349790712292,-1.20568922764866
"PDAC_144T",-0.432667217607096,-0.597599153925848,-0.224234363561321,-0.357111910156508,-0.291315377512536,-0.56496854191313,-0.806951983733027,-0.273767724417448,-0.836471360920561,-0.622051732418373,0.698511665751056
"PDAC_145T",-0.638220981739735,-0.619678987895633,-0.364996740680174,-0.467555988090512,-0.635117940014895,2.25546967485626,-0.0738283068963895,-0.979719888818874,3.25583046202521,-0.15848613805464,-0.224925381573842
"PDAC_146T",-0.533046505223968,-0.55339119238617,-0.264586398075356,-0.464550707058295,-0.788350581233471,0.505975966571481,-0.347733974197421,-1.00509777580504,-0.936467296076655,-0.184333024923581,-0.105971562210488
"PDAC_147T",0.562494318543614,0.0312028369319478,-0.240609379511395,-0.244038211319312,-0.308014517630853,-0.314228456653638,-0.539565040773509,-0.0221435808092981,-0.61010149639817,0.189943323892901,-0.13165898022958
"PDAC_148T",0.233864039339332,-0.550281084539158,0.29132798134212,-0.286487805899389,-0.918393054447208,-0.0447474887329994,0.689753939076031,-1.01890398476293,-0.797646913678201,-0.282349790712292,0.157295994194712
"PDAC_149T",-0.87272024977116,-0.641874726505679,-0.335252685650506,-0.271837060867327,-0.648821221108663,-1.20383876945832,-1.69901783221017,-0.948596065156591,-1.28981219707201,-0.872296591649483,-1.39536888143598
"PDAC_150T",-0.840112965258673,0.393346885428495,0.648614450529953,-0.286487805899389,0.218147093273193,-0.951806209532541,-1.28099043798235,-0.809496514789003,-1.11057620156061,-0.00793641388944515,-1.29348779721946
"PDAC_151T",-0.323830960477627,-0.151028233718939,-0.328465798343318,0.0884210028697835,-0.968878826897933,-0.107044767647986,0.313428209973712,-0.38238188853121,0.891428696813841,-0.585631119103047,0.0165847608994451
"PDAC_152T",1.31365339411782,-0.511105316130826,-0.270898758161742,-0.407450367446156,0.957236610403486,-0.466352724875505,0.494828181937117,0.112008079642748,0.363338423986303,-0.282349790712292,-0.735726238890286
"PDAC_153T",0.39960320473569,-0.0403972545894931,-0.375698477558973,-0.286487805899389,-0.656754699636634,-0.922337787141219,-0.349687320167352,-0.444629535855777,-0.499674584979329,0.263791572089875,-0.494913814533926
"PDAC_154T",-0.119904654395522,-0.354991424418827,-0.372447583413241,-0.247419152480557,0.9266122737081,-0.354941408641648,0.470087692428428,0.902633005340795,0.177596328026272,-0.93489976568919,0.930965711849541
"PDAC_155T",1.001559251177,0.762348625140504,1.27438574246452,-0.117816407966164,0.573489260907146,-0.511653961928831,0.303167465300267,3.77193032829907,0.348098590870222,-0.146066205403331,-0.35814682447108
"PDAC_156T",-0.758507568724748,-0.598671271848266,-0.387900332748693,-0.543063674024985,-0.899086407400117,-1.14625902307528,-1.20766614580294,-0.912284937550594,-1.14116194551747,-0.282349790712292,-0.977065511620652
"PDAC_157T",-0.14100348555066,-0.49559341177585,-0.149146171118138,-0.272212720996354,-0.64410551708854,0.627016219069169,-1.0024171823462,-0.273767724417448,-0.443842342542457,-0.841246760021209,-0.524246453735327
"PDAC_158T",-0.893499401666373,-0.543616567724131,-0.390749409489714,-0.226006525126005,-0.873288732466505,0.00365568751941273,-1.34899981205753,-0.444629535855777,-0.639060715242881,-0.780489792186426,0.662315758542337
"PDAC_159T",-0.321491489529984,1.34126332708582,-0.315915701402849,0.0087810555160114,-0.608543560889732,2.36164646869166,-0.643813525255953,-0.962402274114476,0.172327801032546,0.258924301185984,-0.215456349986981
"PDAC_160T",-0.321491489529984,-0.590026717428774,-0.406674772629755,1.31532698427271,-0.908628773182013,-1.02198758391187,-0.742639203339315,-0.877649708141797,-0.678274114142495,0.941852760080273,-1.3502307910144
"PDAC_161T",0.128398945314541,-0.583545716294161,-0.384982373024007,2.1526734118744,-0.59267660383379,4.45203037020938,-0.40662962652336,-0.451891761376976,0.350609097021595,1.62914497909529,0.701843625738012
"PDAC_162T",-0.321491489529984,0.632371229807437,-0.358098875232638,-0.39204830215604,-0.577253477744448,1.38615121431227,0.448067123616243,-1.00876879090367,-0.631493837547194,-0.282349790712292,1.6652072363254
"PDAC_163T",-0.321491489529984,-0.419009420723172,-0.30829265121062,0.238685054480674,-0.878281830840752,4.97186368098963,-0.470363217123662,0.00235645474024268,1.21012154107193,-0.687508134229327,0.0960676696480972
"PDAC_164T",-0.321491489529984,-0.188726217963939,-0.268040114339656,-0.542688013895958,-0.730486118963024,2.13223221542589,-0.475536176945194,-0.273767724417448,-0.523577432279725,-0.282349790712292,0.614472230524516
"PDAC_165T",4.44046529720829,-0.458223824011591,-0.198525703324677,-0.285736485641334,0.031904523913758,1.36825044018421,0.0286939648684411,-0.874856544479797,1.46647604244452,-0.504565883014096,0.602440152793845
"PDAC_166T",-0.895998712243979,0.0448119734426331,-0.360037165856314,0.0166699182255831,-0.616033208451104,0.185054506932658,-0.395102613968244,-0.762810779295578,0.035346099195661,0.0363725350287393,-1.27195820961144
"PDAC_167T",-0.780100449645228,-0.0838711534075161,-0.342303624395075,-0.293249688221879,0.548579247906733,-0.693763642408533,-0.173522769669866,-0.178640550557342,-0.277441751720469,-0.0131393586487774,0.0262531405197128
"PDAC_168T",-0.321491489529984,2.78767596778713,1.60431610005639,-0.35673625002748,-0.29203660283326,-0.495433404866941,-0.268555322439526,0.474879941674546,0.191315713754902,-0.483250593193606,-0.609923390664858
"PDAC_169T",1.15613870422684,2.040313188662,0.454999690778131,-0.198583335707018,-0.256696562117753,-0.972744299126375,-0.43896772332207,-0.932714934621221,1.19470491174801,-0.895458087674897,-0.771338341144026
"PDAC_170T",-0.598580753508869,0.491547091889913,-0.290915005164982,-0.309778733899077,-0.874287352141354,1.80782107418809,1.58063301630982,-0.912604156254823,2.22224447173249,-0.282349790712292,0.775730550406008
"PDAC_171T",0.19779840646946,-0.296053914845937,-0.327350276691192,0.0579925324185781,-0.584798604176644,0.860372520067113,-0.521746437129198,-0.273767724417448,-0.420823476281277,-0.553406428980731,-0.967496806017088
"PDAC_172T",1.31763485399144,-0.662109744951304,-0.335639195725513,-0.286487805899389,0.927555414512125,-0.951676962065912,0.152680328977279,-0.879644825043225,0.0271427551517381,-0.910395574242012,-0.364312374361472
"PDAC_173T",0.813471599336697,-0.620944280218486,-0.352597803620525,-0.478825791961329,-0.969378136735358,0.462871936450842,2.09034274783561,-0.46904976672926,-0.677955880968378,-0.282349790712292,-0.660173334228812
"PDAC_174T",-0.681552052335206,-0.367055165726028,-0.31206208115005,-0.408577347833238,-0.959946728695113,2.49205716251992,0.0238276349375376,-0.226363746839509,-0.328995525927536,-0.809189906826614,-0.380445325922243
"PDAC_175T",0.160250624303566,-0.273346264074737,0.318506145230278,-0.0558324866766716,-0.164601636548297,-0.691049445609333,1.94447777319729,5.0622921354669,1.01865124797778,1.11002536165611,0.540684979873224
"PDAC_176T",-0.73583940302088,-0.596256591842821,-0.356713561894492,-0.519772746025297,-0.311509686492826,-0.86346556609189,-1.45766603829755,-0.867275100254369,-1.27913370611828,-0.842421618515252,-1.5924671298951
"PDAC_177T",-0.657866725349754,-0.489981695443197,-0.393097171182954,-0.286487805899389,-0.43905561051944,-0.647945415488693,-1.05577646164689,-0.513660580645199,-0.878867091561352,-0.611142332116547,-0.193513827166904
"PDAC_178T",-0.420810023238919,-0.231833085421134,-0.241782303649908,0.228166570867912,-0.800555932814965,0.137103696813446,0.975958871990057,-0.897600877156081,-0.792625901375456,-0.79911969116339,-0.00322189013412248
"PDAC_179T",0.241507279826662,-0.282241945214794,-0.36081018600633,-0.393175282543121,-0.902248703037141,0.700364156380902,1.77964717199045,-0.260360538839849,-0.158104311426332,-0.490467581085583,0.395232111211905
"PDAC_180T",-0.951390409463943,3.87121049727023,-0.189230327362366,0.0192995391287737,-0.400719710779383,0.128056374149444,-0.612838227971148,-0.902788181099795,-0.556320089972279,-0.792741887910015,-0.970757570277826
"PDAC_181T",-0.65368183321981,1.1438970421608,9.57258867225074,-0.238778969512931,-0.221689394627195,0.461773332984499,-0.489323165360869,-0.276401278727334,-0.996471929018626,-0.282349790712292,0.866761405947056
"PDAC_182T",-0.616366545061134,-0.635248844570739,-0.109875216764397,-0.286487805899389,-0.326988291452994,-0.589848679239136,-0.619862323799068,-0.273767724417448,-0.373831044236563,-0.282349790712292,0.199657451293823
"PDAC_183T",-0.321491489529984,-0.650809042525824,-0.362610710662677,-0.286487805899389,-1.06041896375914,-0.249249292806108,0.174059246351668,-0.684682001435642,1.2629128887339,-0.696403491398508,0.150048269265822
"PDAC_184T",-0.934127729427921,1.36253182857377,-0.39739661741336,9.63206658080648,0.60766424533533,1.18400817650514,0.276615588104346,1.24012698038642,-0.790822580055455,2.51968771757971,-0.235462349053957
"PDAC_185T",-0.379019225441275,-0.541520625479405,-0.377925694030799,-0.250048773383748,2.14803509379071,-0.843432208764457,1.00169874780894,0.158294791755887,-0.562225083314241,-0.26472691330165,-0.144573884965342
"PDAC_186T",-0.325167801019137,-0.643690565869773,-0.355726239128631,-0.350725687963045,-0.59334235028369,1.52716020040408,0.0682265074343092,0.0594167981210951,-0.206086802234967,1.01670802984357,-0.0444157373232753
"PDAC_187T",-0.460363066217078,-0.510004222048343,-0.202553444452851,-0.118943388353246,-0.824633762753003,-0.0406115698008842,-0.007891523748607,-0.812608897155231,-0.624704863166016,-0.384226805838572,-0.682742379439599
"PDAC_188T",-0.452574516975237,-0.500963660107959,-0.00531084756135351,-0.407826027575183,-0.412647668006752,2.52546763264342,-0.158219666794972,0.71413436049384,-0.902663861137042,-0.792406214054574,0.210692788857457
"PDAC_189T",-0.0685234788000874,0.541395745922309,0.193125721046999,-0.417593190929891,0.116842675146792,-0.0136634730088203,-0.630980496500012,-0.451811956700919,-0.43316385158873,-0.673241995373093,0.0563404544190146
"PDAC_190T",1.33745496810688,-0.601298443694189,0.309960828423427,-0.432243935961953,-0.619084546346477,0.657324749993576,1.02849479325111,-0.997835550283844,-0.697262026864852,-0.282349790712292,-0.845723635895541
"PDAC_191T",-0.742988593742869,-0.43187483579218,-0.114387052194436,-0.416090550413782,-0.0749477812951405,-1.08169991349429,1.61082470387413,-0.826175692084944,-0.871795243247625,0.00834376809943311,0.0614523075613948
"PDAC_192T",-0.0371077260745985,0.134328990604472,-0.365980236613609,1.68986013291285,-0.970210319797733,-0.322564918251183,-0.477057969735722,0.576391489619223,0.503042787423973,1.02963147327804,-0.324371571953739
"PDAC_193T",-0.320808538383778,4.21260761516,2.89613035495862,0.596689157443621,-0.777587680293426,0.556382478556637,0.500727968166065,0.138503232093717,1.38592769015118,0.262448876668112,-0.894193686304071
"PDAC_194T",1.00606382256687,-0.0744539013862825,-0.251563687330298,-0.230138786545305,0.0497132414485742,0.267966756774907,0.49999546342734,0.949398545510277,-0.262272637087525,-0.74390134194338,1.826237729883
"PDAC_195T",-0.842961016847108,2.10385790768528,-0.266635666839381,1.07565582195334,0.89737490878334,-1.28429531743462,-0.541700093345294,-0.828968855746944,-0.423192545466375,0.170977751060496,0.185774284681509
"PDAC_196T",-0.611891035422166,-0.274457016877241,-0.156420979559618,-0.189943152739392,-0.788350581233471,-0.181749803359319,-1.33441785725875,-0.489000935743544,-0.981691766042938,0.404103243664126,-0.914726533745052
"PDAC_197T",-0.292182713744919,-0.557689322795861,-0.359949148710521,-0.357863230414562,0.215040276506994,-0.280624115330201,-0.496937807644814,0.260364972432964,-0.603065007326013,-0.593519454705906,0.465245988373697
"PDAC_198T",-0.779025164861839,-0.112403012351849,-0.297699979055957,-0.506248981380317,0.0589227340055198,-0.395395865696401,-0.573680455271604,-0.454924339067147,-0.677920521726809,-0.174262809260357,-1.11508554646492
"PDAC_199T",-0.719245143255613,-0.464328135065354,-0.225185331419137,-0.369884354543433,-0.648488347883713,-0.58900857070605,-0.802608060282454,-0.889380995522196,-0.937351277115871,-0.282349790712292,-0.611874153563203
"PDAC_200T",-0.810266547081913,0.115533121442092,-0.383361709491673,-0.423979413123354,-0.73769837217027,-0.247084397740079,-0.501327157745851,-0.00570381754152807,0.18000075645294,0.509672671200255,1.43648384628068
"PDAC_201T",0.503818643471678,-0.530722176495057,0.237589687002575,-0.389418681252849,-0.30385360231898,-0.469454664074591,-0.722872932056381,1.11826524004718,0.0568091588278213,-0.857191268154647,-0.215470589132225
"PDAC_202T",0.770024281737616,-0.625599783268983,-0.370291163341293,0.139510780417486,-0.995453206023096,1.42214663376834,-0.125467051810783,2.58707030287877,1.07550890842015,1.64559299801189,0.772840003921598
"PDAC_203T",0.498820022316467,-0.627357670312947,-0.390655652095282,-0.526910288476814,-0.0274578678689635,-0.629786146427374,-0.277527085906069,-0.528105227011541,0.335121749214534,-0.751286166763077,-0.050766396101831
"PDAC_204T",-0.695559816270161,-0.625300362948308,-0.401022541136822,-0.286487805899389,-0.612094208622531,-1.13320502894579,-1.14488651486237,-0.0446484994574104,-0.877523440381744,-0.867261483817871,-1.33270240321978
"PDAC_205T",-0.321491489529984,-0.381929594559566,-0.399977815884574,1.4449297287871,-0.798447735723616,-0.257876561203567,-0.687769487910705,-0.0985964604720345,-0.541610645479728,-0.659479367300021,-1.36175025951631
"PDAC_206T",-0.566176901252698,-0.642772987467704,-0.3530091881063,-0.474317870413002,-0.154504482058152,0.0441101445741656,-0.0916809805285482,-0.522758313715713,-0.727069867507209,-0.651758868624883,1.09584077462286
"PDAC_207T",-0.496428699086951,-0.597753693446197,-0.19337670029574,-0.231641427061414,-0.562496098105005,0.236624246117471,0.168017501840021,-1.0124398060023,-0.294272750707138,-0.0769173911825278,0.902757965122368
"PDAC_208T",-0.321491489529984,-0.0400398819486872,-0.182060756812597,-0.286487805899389,-0.827629621777552,1.73660572007573,-0.486830377916684,-1.00469875242476,-0.939083879952734,-0.767566348751956,0.509558208371154
"PDAC_209T",1.26384155307111,-0.675496730901489,-0.404631244114368,-0.286487805899389,-0.960889869499137,-1.19369284332797,-0.247369468329607,-0.271134170107563,0.601200042018499,-0.76504879483615,2.4678393754053
"PDAC_210T",0.20047208755248,-0.620306804697049,-0.361883612501771,-0.565978941895646,-0.0916469214134574,-0.399790279561774,-1.01421107647278,-0.650525600083188,-1.06620035339197,-0.86675797303471,-0.991190743702103
"PDAC_211T",-0.53258151720953,0.610523205118175,-0.123686254989173,-0.292498367963825,-0.856478634606538,1.05404984881008,-0.458932736200782,-0.660740598618501,-0.172389445020059,0.20202758268877,-0.669813235558593
"PDAC_212T",1.21060042541792,0.0648538174878226,1.00738190386658,-0.530291229638059,-0.153616820124952,-0.828374878902224,-0.149253581659737,0.486930447759173,-0.385853186369898,-0.783846530740834,-0.24058844134158
"PDAC_213T",-0.699221596883862,3.39425324387481,-0.311086238881467,-0.322551178286003,-0.298472151848957,1.47785229188527,-0.525976793953612,-0.273767724417448,0.285724888743153,-0.84141459694893,0.268660349143334
"PDAC_214T",0.73936413453559,-0.636823215934289,-0.35052940069437,-0.286487805899389,-0.948074250338568,-0.125914897775763,-0.139872978339023,-0.273767724417448,-0.44971197664285,0.281917960283678,-0.214345696657996
"PDAC_215T",0.358364580205192,-0.63601188345246,-0.374001277378123,-0.286487805899389,0.0616411986759435,-0.896682165015441,-0.671075193865366,-0.750042031126436,-0.152270036567507,-0.808686396043453,-0.745266466203363
"PDAC_216T",0.312185458021286,-0.570496785544739,-0.360611190720187,-0.516767464993079,-0.939974335198122,2.3943460777487,-0.0724995773703317,-0.91100806273368,-0.821125450079774,-0.185004372634463,-0.820235565909858
"PDAC_217T",-0.57408169749815,0.745107809901631,-0.339534911134996,-0.287990446415498,1.66464769229272,-0.495110286200369,-1.57862017348795,-0.698727624421698,0.34039027620826,-0.829498175080782,-0.502489039803414
"PDAC_218T",-0.542142833256418,-0.275789920240247,-0.356147190695471,-0.166276564610676,1.73283122453661,-0.3303197662489,1.55460922392554,-0.117988996753919,-0.0292198759086634,0.226196100280507,1.07611955846075
"PDAC_219T",-0.321491489529984,-0.000342542659179395,-0.392689613529604,-0.328186080221411,-0.299803644748757,-0.803042375443018,-1.16034293268258,-0.18789789297997,-0.283311385820862,-0.282349790712292,0.54841683574039
"PDAC_220T",-0.444146609213542,-0.319350747538466,-0.126973504042951,-0.238778969512931,-0.80932159440531,0.347583196218127,1.38126112575679,-0.72402570673181,-0.115142832920442,-0.282349790712292,-1.12089511772422
"PDAC_221T",-0.534703025025405,-0.0661860370476405,0.00300294588373549,3.17597160334456,0.00677259543004504,-0.622677535762801,0.808908043241814,2.53120702963877,0.60349839272046,1.41162832076966,-0.747786794911445
"PDAC_222T",0.228574800675096,-0.604147766100614,0.259192156046316,-0.286487805899389,-0.197778001301631,-0.634309807759376,0.235805420994192,0.968152644383704,-0.491966270317367,-0.282349790712292,-0.668674103939121
"PDAC_223T",-0.0258608284753716,-0.0123676490862931,0.681117651738636,-0.546820275315257,-0.00637589695547364,-0.0680120327261481,0.606015587277861,0.564979420943052,-0.827490113562128,-0.398828618550247,0.772313155547592
"PDAC_224T",-0.460973362986029,4.53485149124658,0.144628273714611,-0.121197349127409,0.332433567172638,-0.0962526041844979,-0.277004679425739,-0.80678315580306,-0.594225196933854,-0.853163181889358,-0.132029198005908
"PDAC_225T",-0.911110822713224,0.131759771078679,-0.380087854351386,-0.500614079444908,-0.978975981388078,-0.568652094712045,-0.4623794833047,-0.5041638241944,1.43850688236373,2.27984874786727,1.09601164436578
"PDAC_226T",-0.321491489529984,1.74670741744,-0.332774811654789,0.484742438993508,-0.234116661691988,-0.210119622284298,-1.31901822275162,0.0684347265155514,-0.0762830264365142,-0.473348214458102,0.853348131127775
