"","ADH1C","TNC","MYH11","KPNA2","C1QC","GNAO1","CBR1","PCNA","SHMT2","MRTO4","IDH1"
"PDAC_16T",0.830792402874524,1.79804351435575,3.37860782012465,-0.146742237901261,-0.290372236708511,0.039909601908736,1.10878639794536,-0.64238552312536,-0.657801113274257,0.28712090504301,1.02018819594468
"PDAC_17T",0.0466482400261038,-0.630786515920678,-0.367191429076381,-0.286487805899389,-0.701969979358987,-0.47604628487265,0.17162892055187,-0.947558604367848,-0.375528287831858,0.0647369758134862,0.208257895020836
"PDAC_18T",-0.461467412751369,-0.514456891978383,-0.219513965764075,-0.491598236348255,0.288161428254309,-0.669917484815556,-1.08531514111079,-0.775739136816834,-1.09558388313551,-0.584288423681284,-0.542515277082608
"PDAC_19T",0.0229629130406518,-0.568700263620688,-0.389723818399595,-0.286487805899389,0.372211917554143,1.77066242753237,1.23914952811301,-0.247432181318593,0.680970490997336,0.246672205462395,0.749971936660699
"PDAC_20T",0.813413475834892,-0.542138783560799,-0.334621258300246,-0.413836589639619,1.6435102425084,-0.262464846268882,-0.256954491577408,-0.586522249885364,0.888706035213056,-0.407388301863987,-0.0272290890144928
"PDAC_21T",-0.321491489529984,-0.267309564061125,-0.325825283969504,0.156415486223712,-0.575755548232173,-0.0972219601842125,-0.374115501454104,0.736639279141952,0.743945300231071,1.64374679180697,1.34509701210855
"PDAC_22T",-0.895010612713297,4.03307132739519,-0.341092431932304,0.487372059896698,-0.85192936719889,1.22982640342498,2.06737957602631,-0.73017066678821,1.57987313015513,-0.282349790712292,1.63842340412257
"PDAC_23T",-0.321491489529984,-0.262798941810955,0.0165384521738528,0.321705942995691,-0.770763779181954,-0.147434600969425,-0.444731229599627,0.898722576213995,0.900904973554234,2.57071014360671,0.639775191622036
"PDAC_24T",-0.625608181848096,-0.0329503814527022,-0.027177368042476,-0.286487805899389,0.757401717691932,-0.402116733961089,-0.90911084229415,-0.558431003913253,-1.05937601976922,-0.282349790712292,-1.22580913987758
"PDAC_25T",-0.609304539591852,0.458639832775715,0.177095120015248,0.608334621443466,-0.43883369503614,0.958859089638109,-0.40015632883231,-0.526908156870684,0.285512733293741,-0.650248336275399,0.0329882562198404
"PDAC_26T",-0.321491489529984,0.0714893581427842,-0.3520161250918,-0.325556459318221,-0.172923467172043,2.26322452285398,-0.521008254059166,-0.969105866903275,0.016534982681148,-0.411752061984717,0.164529479978359
